timestamp,open,high,low,close,volume
2024-10-28 12:10:00,213.2700,213.4299,213.2400,213.3300,31674
2024-10-28 12:05:00,213.3400,213.3400,213.1000,213.2500,29920
2024-10-28 12:00:00,213.1876,213.4200,213.1100,213.2861,32666
2024-10-28 11:55:00,213.4400,213.4750,213.0400,213.1800,46507
2024-10-28 11:50:00,213.2200,213.6500,213.2160,213.4600,48230
2024-10-28 11:45:00,213.2350,213.3400,213.0801,213.2100,68250
2024-10-28 11:40:00,213.4400,213.4400,213.2000,213.2450,33904
2024-10-28 11:35:00,213.3700,213.5500,213.2600,213.4500,43387
2024-10-28 11:30:00,213.4400,213.4700,213.2700,213.3900,43377
2024-10-28 11:25:00,213.6000,213.6600,213.3750,213.4350,47386
2024-10-28 11:20:00,213.3400,213.7000,213.3300,213.6000,55855
